ID,Language,Category,Author,Title,Format,Primary_Source,Download_URL
266,English,"Satire, Modernism, Drama & Philosophy",Mark Twain,Adventures of Huckleberry Finn,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/mark-twain/adventures-of-huckleberry-finn
267,English,"Satire, Modernism, Drama & Philosophy",Mark Twain,The Adventures of Tom Sawyer,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/mark-twain/the-adventures-of-tom-sawyer
268,English,"Satire, Modernism, Drama & Philosophy",Mark Twain,A Connecticut Yankee in King Arthur's Court,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/mark-twain/a-connecticut-yankee-in-king-arthurs-court
269,English,"Satire, Modernism, Drama & Philosophy",Nathaniel Hawthorne,The Scarlet Letter,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/nathaniel-hawthorne/the-scarlet-letter
270,English,"Satire, Modernism, Drama & Philosophy",Nathaniel Hawthorne,The House of the Seven Gables,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/nathaniel-hawthorne/the-house-of-the-seven-gables
271,English,"Satire, Modernism, Drama & Philosophy",Jonathan Swift,Gulliver's Travels,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/jonathan-swift/gullivers-travels
272,English,"Satire, Modernism, Drama & Philosophy",Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/laurence-sterne/the-life-and-opinions-of-tristram-shandy-gentleman
273,English,"Satire, Modernism, Drama & Philosophy",Joseph Conrad,Heart of Darkness,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/joseph-conrad/heart-of-darkness
274,English,"Satire, Modernism, Drama & Philosophy",Joseph Conrad,Lord Jim,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/joseph-conrad/lord-jim
275,English,"Satire, Modernism, Drama & Philosophy",Joseph Conrad,The Secret Agent,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/joseph-conrad/the-secret-agent
276,English,"Satire, Modernism, Drama & Philosophy",Virginia Woolf,Mrs Dalloway,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/virginia-woolf/mrs-dalloway
277,English,"Satire, Modernism, Drama & Philosophy",Virginia Woolf,To the Lighthouse,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/virginia-woolf/to-the-lighthouse
278,English,"Satire, Modernism, Drama & Philosophy",Virginia Woolf,Orlando,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/virginia-woolf/orlando
279,English,"Satire, Modernism, Drama & Philosophy",James Joyce,Dubliners,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/james-joyce/dubliners
280,English,"Satire, Modernism, Drama & Philosophy",James Joyce,A Portrait of the Artist as a Young Man,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/james-joyce/a-portrait-of-the-artist-as-a-young-man
281,English,"Satire, Modernism, Drama & Philosophy",Lewis Carroll,Alice's Adventures in Wonderland,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/lewis-carroll/alices-adventures-in-wonderland
282,English,"Satire, Modernism, Drama & Philosophy",Lewis Carroll,Through the Looking-Glass,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/lewis-carroll/through-the-looking-glass
283,English,"Satire, Modernism, Drama & Philosophy",George Bernard Shaw,Pygmalion,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/george-bernard-shaw/pygmalion
284,English,"Satire, Modernism, Drama & Philosophy",George Bernard Shaw,Arms and the Man,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/george-bernard-shaw/arms-and-the-man
285,English,"Satire, Modernism, Drama & Philosophy",William Shakespeare,Hamlet,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-shakespeare/hamlet
286,English,"Satire, Modernism, Drama & Philosophy",William Shakespeare,Macbeth,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-shakespeare/macbeth
287,English,"Satire, Modernism, Drama & Philosophy",William Shakespeare,Romeo and Juliet,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-shakespeare/romeo-and-juliet
288,English,"Satire, Modernism, Drama & Philosophy",William Shakespeare,Othello,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-shakespeare/othello
289,English,"Satire, Modernism, Drama & Philosophy",William Shakespeare,The Tempest,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/william-shakespeare/the-tempest
290,English,"Satire, Modernism, Drama & Philosophy",John Milton,Paradise Lost,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/john-milton/paradise-lost
291,English,"Satire, Modernism, Drama & Philosophy",Geoffrey Chaucer,The Canterbury Tales,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/geoffrey-chaucer/the-canterbury-tales
292,English,"Satire, Modernism, Drama & Philosophy",Marcus Aurelius,Meditations,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/marcus-aurelius/meditations
293,English,"Satire, Modernism, Drama & Philosophy",Epictetus,Enchiridion,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/epictetus/enchiridion
294,English,"Satire, Modernism, Drama & Philosophy",Plato,The Republic,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/plato/the-republic
295,English,"Satire, Modernism, Drama & Philosophy",Sun Tzu,The Art of War,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/sun-tzu/the-art-of-war
296,English,"Satire, Modernism, Drama & Philosophy",Niccolò Machiavelli,The Prince,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/niccolò-machiavelli/the-prince
297,English,"Satire, Modernism, Drama & Philosophy",Thomas More,Utopia,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/thomas-more/utopia
298,English,"Satire, Modernism, Drama & Philosophy",John Locke,Second Treatise of Government,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/john-locke/second-treatise-of-government
299,English,"Satire, Modernism, Drama & Philosophy",Adam Smith,The Wealth of Nations,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/adam-smith/the-wealth-of-nations
300,English,"Satire, Modernism, Drama & Philosophy",Charles Darwin,On the Origin of Species,EPUB / AZW3,Standard Ebooks / Project Gutenberg,https://standardebooks.org/ebooks/charles-darwin/on-the-origin-of-species
